id_venta,fecha_pedido,fecha_envio,nombre_cliente,apellido_cliente,correo_cliente,telefono_cliente,nacionalidad_cliente,vendedor,producto,cantidad,monto,impuesto,tipo_tarjeta,no_tarjeta
155,2024-07-18,2024-07-17,Anatola,Haack,ahaack4a@moonfruit.com,2051084668,United States,82-6624786,Canadian Emmenthal,8,12941,0.156,mastercard,5108752313369700
156,2024-01-28,2023-12-30,Gerome,Smiley,gsmiley4b@patch.com,4314479608,Colombia,78-5459961,Bread - Corn Muffaletta,1,10005,0.622,mastercard,5048374419453909
157,2024-11-26,2024-07-26,Abigale,Lewknor,alewknor4c@de.vu,9239662536,Mexico,26-7750002,Cup - Paper 10oz 92959,6,12991,0.714,mastercard,5108752327016339
158,2024-11-13,2023-12-28,Gustaf,Hubbis,ghubbis4d@so-net.ne.jp,9378237143,United States,65-8192629,"Carrots - Purple, Organic",8,5090,0.799,mastercard,5108757019835037
159,2024-10-01,2024-01-05,Perkin,Kopisch,pkopisch4e@istockphoto.com,5411974411,Colombia,02-4260277,Cheese - Ricotta,2,4246,0.767,mastercard,5048375130822785
160,2024-05-09,2024-04-07,Rawley,Tuffs,rtuffs4f@a8.net,2919079518,Colombia,08-3359811,Browning Caramel Glace,4,6314,0.963,mastercard,5048370391624962
161,2024-03-27,2024-01-07,Dorrie,Pagnin,dpagnin4g@columbia.edu,3901389983,Mexico,82-1705092,Cleaner - Lime Away,7,4266,0.977,mastercard,5108754991225139
162,2024-01-24,2024-11-15,Jakob,Cortez,jcortez4h@comcast.net,8799504228,Colombia,04-4510077,Onion - Dried,6,4593,0.763,mastercard,5048372389190212
163,2024-10-09,2024-10-03,Cesare,Christiensen,cchristiensen4i@goodreads.com,5058183883,Mexico,13-3806571,Veal - Sweetbread,3,6275,0.131,mastercard,5108757241652515
164,2024-06-11,2024-10-23,Engracia,Durdle,edurdle4j@psu.edu,3878343483,Dominican Republic,27-7801766,Lamb Leg - Bone - In Nz,10,4265,0.805,mastercard,5108756631412571
165,2024-10-11,2024-11-24,Nathalia,Wassung,nwassung4k@washington.edu,5407215696,United States,13-9631853,Beef - Rib Eye Aaa,1,13505,0.79,mastercard,5048371027837655
166,2024-06-02,2024-07-05,Lorettalorna,Montfort,lmontfort4l@people.com.cn,8271714391,Colombia,05-5140393,Orange - Tangerine,2,12559,0.653,mastercard,5108755437609414
167,2024-08-20,2024-06-29,Gui,Porkiss,gporkiss4m@newyorker.com,7678149870,Colombia,69-4732589,Chicken - Whole Roasting,9,12889,0.956,mastercard,5048371875664920
168,2024-11-25,2024-09-29,Terencio,Zohrer,tzohrer4n@blogger.com,3171864676,United States,21-0517711,"Pepsi, 355 Ml",6,14145,0.489,mastercard,5108750015098957
169,2024-04-18,2024-04-15,Karney,Curedale,kcuredale4o@narod.ru,6121520981,United States,84-9995228,Pasta - Orecchiette,1,9580,0.916,mastercard,5108752091442075
170,2024-07-04,2023-12-21,Ingaborg,Dargavel,idargavel4p@gov.uk,9499658429,Colombia,52-4537395,Cookie Dough - Peanut Butter,7,3695,0.82,mastercard,5108759527602867
171,2024-08-18,2024-10-05,Karie,McComiskey,kmccomiskey4q@craigslist.org,2413368123,Dominican Republic,70-8330847,Chutney Sauce,10,13857,0.638,mastercard,5108759514035907
172,2024-03-04,2024-01-17,Blakelee,Chaloner,bchaloner4r@si.edu,5023034872,United States,78-5368317,Cognac - Courvaisier,4,8009,0.478,mastercard,5048376807830200
173,2024-02-26,2024-09-23,Rodrick,Imort,rimort4s@bing.com,4856305895,Colombia,98-6095003,"Wine - White, Mosel Gold",1,7909,0.198,mastercard,5048375239590945
174,2024-07-11,2024-01-22,Fabe,Synnot,fsynnot4t@senate.gov,6012873970,United States,69-0699283,Milk 2% 500 Ml,1,5290,0.97,mastercard,5048375314498741
175,2024-01-04,2024-07-09,Bobbee,Vescovini,bvescovini4u@goo.gl,9372037437,Mexico,18-9731608,Guinea Fowl,6,11156,0.764,mastercard,5048374955543428
176,2024-03-07,2024-09-03,Christie,Heninghem,cheninghem4v@nature.com,4858299575,Colombia,73-1937833,Cheese - Roquefort Pappillon,1,3164,0.061,mastercard,5108752669882413
177,2024-02-08,2024-11-22,Michaelina,Snelgar,msnelgar4w@feedburner.com,4729877939,Mexico,73-7638593,"Basil - Primerba, Paste",3,9883,0.429,mastercard,5108752020941171
178,2024-10-01,2024-06-26,Thacher,Hiddy,thiddy4x@sakura.ne.jp,6059291198,United States,73-7638593,Beef - Cow Feet Split,9,8862,0.45,mastercard,5108757668939452
179,2024-03-15,2024-01-07,Shell,Jestico,sjestico4y@unesco.org,7009029386,Dominican Republic,82-1705092,Grapes - Black,3,8079,0.23,mastercard,5048378650869335
180,2024-07-31,2024-10-28,Yule,Peiro,ypeiro4z@phoca.cz,2088122675,Mexico,70-8330847,Cheese - Fontina,4,11298,0.518,mastercard,5108757643141695
181,2024-06-26,2024-08-28,Annabel,Sallan,asallan50@infoseek.co.jp,8505282667,United States,22-5211774,Alize Sunset,9,12223,0.77,mastercard,5048372975878956
182,2024-01-09,2024-05-18,Lana,McKinless,lmckinless51@washington.edu,9761203175,Colombia,23-0714269,Cheese - Augre Des Champs,6,12736,0.239,mastercard,5108754957356126
183,2024-05-12,2024-04-03,Rab,Duigenan,rduigenan52@domainmarket.com,2344776569,Colombia,99-8664666,Cabbage - Green,1,9700,0.093,mastercard,5048374569374947
184,2024-01-17,2024-07-15,Clotilda,Clash,cclash53@zimbio.com,2397293298,United States,47-9054500,"Oil - Shortening,liqud, Fry",6,5670,0.602,mastercard,5108754752828725
185,2024-11-16,2024-04-22,Magda,Creyke,mcreyke54@independent.co.uk,8171959013,United States,31-2236475,Cup - 8oz Coffee Perforated,6,7357,0.741,mastercard,5048376325509336
186,2024-08-24,2024-02-22,Vania,Sperry,vsperry55@salon.com,2534985578,United States,75-8628421,Table Cloth 72x144 White,5,4025,0.388,mastercard,5048373699533844
187,2024-10-30,2024-05-02,Hugo,Fancutt,hfancutt56@ow.ly,8525305754,Mexico,50-9573003,Yeast Dry - Fermipan,10,4473,0.104,mastercard,5108753630922510
188,2024-04-10,2024-08-24,Trenton,Cornelleau,tcornelleau57@mediafire.com,9063968520,Mexico,36-8995736,Laundry - Bag Cloth,1,12936,0.995,mastercard,5048375728000240
189,2024-06-23,2024-09-26,Betta,Nurdin,bnurdin58@baidu.com,4365355270,Colombia,65-9086309,Spring Roll Wrappers,5,3465,0.577,mastercard,5048372161214099
190,2024-03-01,2024-01-10,Marcel,Sprowle,msprowle59@fc2.com,2439002324,Colombia,43-8666961,"Gingerale - Schweppes, 355 Ml",6,5699,0.678,mastercard,5108758990445325
191,2024-02-01,2024-09-06,Milka,Bull,mbull5a@netscape.com,6617556770,United States,38-7030185,"Gingerale - Schweppes, 355 Ml",4,5577,0.57,mastercard,5108752202812406
192,2024-06-01,2024-07-09,Archie,Fenney,afenney5b@seattletimes.com,2138108364,United States,90-3827618,Wasabi Powder,7,12080,0.445,mastercard,5108755642711898
193,2024-01-05,2024-02-12,Patti,McCaskill,pmccaskill5c@youtube.com,1706009706,Mexico,62-9191738,"Wine - Red, Black Opal Shiraz",6,3838,0.834,mastercard,5108754877899353
194,2024-01-26,2024-11-11,Rosie,Morrill,rmorrill5d@comcast.net,7766266852,Colombia,82-1705092,Truffle Cups - Red,2,10929,1.0,mastercard,5108759654291252
195,2024-02-07,2024-04-10,Sigfrid,Laffoley-Lane,slaffoleylane5e@hc360.com,3039346874,United States,65-8990277,Cornish Hen,4,14201,0.306,mastercard,5108758022491701
196,2024-08-04,2024-02-11,Kerby,Haggart,khaggart5f@linkedin.com,3765405090,Mexico,59-6399780,Wine - Zinfandel Rosenblum,2,12996,0.173,mastercard,5108753870081993
197,2024-10-20,2024-05-07,Napoleon,Do Rosario,ndorosario5g@dot.gov,2197081369,Mexico,86-7566129,Cakes Assorted,6,8964,0.062,mastercard,5108753966470308
198,2024-09-29,2023-12-01,Ingeberg,Staton,istaton5h@arstechnica.com,3237465826,United States,78-5368317,Pepper - Chilli Seeds Mild,5,9053,0.728,mastercard,5048375006981954
199,2024-01-17,2024-01-27,Stanleigh,Chislett,schislett5i@walmart.com,9157574267,United States,73-7638593,Ecolab - Ster Bac,6,14024,0.361,mastercard,5048379810935586
200,2024-09-11,2024-08-09,Aurilia,Fridlington,afridlington5j@vistaprint.com,5577376408,Mexico,71-5393627,Dry Ice,3,9693,0.559,mastercard,5048371625727761
